link,Número do processo,Turma,Seção,Data da sessão,Data da publicação,Ementa,Número da decisão,Decisão,Nome do relator
http://acordaos.economia.gov.br/acordaos2/pdfs/processados/18471001172200613_6085300.pdf,18471.001172/2006-13,Primeira Turma Ordinária da Terceira Câmara da Primeira Seção,Primeira Seção de Julgamento,Wed Oct 16 00:00:00 UTC 2019,Fri Nov 01 00:00:00 UTC 2019,"ASSUNTO: IMPOSTO SOBRE A RENDA DE PESSOA JURÍDICA (IRPJ) Ano-calendário: 2002 LEVANTAMENTO QUANTITATIVO. ESTOQUES INICIAL E FINAL. CÔMPUTO NO LEVANTAMENTO. OBRIGATORIEDADE. A correção do levantamento quantitativo por espécie de mercadorias e produtos exige que sejam considerados os estoques inicial e final, a par das entradas e saídas de mercadorias e produtos no período fiscalizado, sob pena de desvirtuar o resultado final, tornando-se inválido o lançamento tributário que advenha desse levantamento. LANÇAMENTO. IRPJ, CSLL, PIS E COFINS. MESMA BASE FÁTICA. IDÊNTICA DECISÃO JURÍDICA. Quando os lançamentos de CSLL, PIS e Cofins forem motivados pelos mesmos fatos que deram causa ao lançamento do IRPJ, a decisão aplicada a este deve ser estendida aos demais, ressalvados os aspectos específicos relativos à legislação de cada tributo.",1301-004.144,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por unanimidade de votos, em negar provimento ao recurso de ofício. (documento assinado digitalmente) Fernando Brasil de Oliveira Pinto  Presidente (documento assinado digitalmente) Roberto Silva Junior - Relator Participaram do presente julgamento os Conselheiros: Roberto Silva Junior, José Eduardo Dornelas Souza, Nelso Kichel, Rogério Garcia Peres, Giovana Pereira de Paiva Leite, Mauritânia Elvira Sousa Mendonça (suplente convocada), Bianca Felícia Rothschild e Fernando Brasil de Oliveira Pinto (Presidente).",ROBERTO SILVA JUNIOR
http://acordaos.economia.gov.br/acordaos2/pdfs/processados/10480908783200916_5962025.pdf,10480.908783/2009-16,Primeira Turma Extraordinária da Terceira Seção,Terceira Seção De Julgamento,Thu Dec 13 00:00:00 UTC 2018,Tue Feb 12 00:00:00 UTC 2019,"Assunto: Contribuição para o Financiamento da Seguridade Social - Cofins Período de apuração: 01/04/2003 a 30/04/2003 RELATOR. DILIGÊNCIA. DESNECESSIDADE. INDEFERIMENTO. Rejeita-se a diligência proposta pelo Relator quando o Colegiado decide, por voto de qualidade, por sua imprescindibilidade, impraticabilidade ou irrazoabilidade para fins de prosseguimento do feito e solução da lide, por ausência dos desígnios necessários a sua realização.",3001-000.672,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por voto de qualidade, em rejeitar a proposta de conversão em diligência suscitada pelos conselheiros Francisco Martins Leite Calvalcante e Renato Vieira de Avila. Acordam, ainda, por unanimidade de votos, em negar provimento ao recurso. Designado para redigir o voto vencedor o conselheiro Orlando Rutigliani Berri. Orlando Rutigliani Berri - Presidente e Redator Designado (assinado digitalmente) Renato Vieira de Avila - Relator (assinado digitalmente) Participaram da sessão de julgamento os conselheiros: Orlando Rutigliani Berri (Presidente), Renato Vieira de Avila, Marcos Roberto da Silva e Francisco Martins Leite Cavalcante.",RENATO VIEIRA DE AVILA
http://acordaos.economia.gov.br/acordaos2/pdfs/processados/14751720388201494_6075296.pdf,14751.720388/2014-94,Primeira Turma Ordinária da Quarta Câmara da Primeira Seção,Primeira Seção de Julgamento,Thu Sep 19 00:00:00 UTC 2019,Thu Oct 17 00:00:00 UTC 2019,,1401-000.672,"Vistos, relatados e discutidos os presentes autos. Resolvem os membros do colegiado, por unanimidade de votos, converter o julgamento em diligência nos termos do voto do relator. (documento assinado digitalmente) Abel Nunes de Oliveira Neto  Presidente em exercício (documento assinado digitalmente) Carlos André Soares Nogueira  Relator Participaram do presente julgamento os Conselheiros: Cláudio de Andrade Camerano, Daniel Ribeiro Silva, Carlos André Soares Nogueira, Luciana Yoshihara Arcangelo Zanin, Carmen Ferreira Saraiva (suplente convocada), Letícia Domingues Costa Braga, Eduardo Morgado Rodrigues, Abel Nunes de Oliveira Neto (Presidente em exercício). Ausente o conselheiro Luiz Augusto de Souza Gonçalves.",CARLOS ANDRE SOARES NOGUEIRA
http://acordaos.economia.gov.br/acordaos2/pdfs/processados/10983901397200690_6011842.pdf,10983.901397/2006-90,Terceira Turma Extraordinária da Primeira Seção,Primeira Seção de Julgamento,Thu May 09 00:00:00 UTC 2019,Mon May 27 00:00:00 UTC 2019,"Assunto: Normas de Administração Tributária Ano-calendário: 2002 DECLARAÇÃO DE COMPENSAÇÃO. CRÉDITO DE SALDO NEGATIVO DE IRPJ. CRÉDITO INSUFICIENTE. Não se pode analisar declaração de compensação diversa daquela que originou o processo administrativo em julgamento. Por conseguinte, deve ser mantido o acórdão a DRJ que não reconheceu as compensações ocorridas em processo diverso do presente.",1003-000.692,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por unanimidade de votos, em negar provimento ao recurso voluntário, nos termos do voto da Relatora. (assinado digitalmente) Carmen Ferreira Saraiva  Presidente (assinado digitalmente) Bárbara Santos Guedes - Relatora Participaram da sessão de julgamento os conselheiros: Wilson Kazumi Nakayama, Bárbara Santos Guedes, Mauritânia Elvira de Sousa Mendonça e Carmen Ferreira Saraiva (Presidente).",BARBARA SANTOS GUEDES
http://acordaos.economia.gov.br/acordaos2/pdfs/processados/10380727421201179_5983898.pdf,10380.727421/2011-79,Segunda Turma Ordinária da Terceira Câmara da Primeira Seção,Primeira Seção de Julgamento,Wed Feb 20 00:00:00 UTC 2019,Mon Apr 08 00:00:00 UTC 2019,"Assunto: Imposto sobre a Renda de Pessoa Jurídica - IRPJ Exercício: 2008 REVISÃO DE DIPJ. CONSTITUIÇÃO DE CRÉDITO TRIBUTÁRIO. PARCELAMENTO. Cancela-se a exigência tributária formalizada com base em débitos de IRPJ apurados em DIPJ entregue, porém não recolhidos pelo contribuinte, se constatado que esses débitos inexistiam em decorrência de parcelamento requerido antes do início do procedimento fiscal. AUTUAÇÃO REFLEXA: CONTRIBUIÇÃO SOCIAL. Ao se definir a matéria tributável na autuação principal, o mesmo resultado é estendido à autuação reflexa, face à relação de causa e efeito existente.",1302-003.398,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por unanimidade de votos, em negar provimento ao recurso de ofício, nos termos do relatório e voto do relator. (assinado digitalmente) Luiz Tadeu Matosinho Machado - Presidente. (assinado digitalmente) Marcos Antonio Nepomuceno Feitosa - Relator. Participaram da sessão de julgamento os conselheiros: Paulo Henrique Silva Figueiredo, Marcos Antonio Nepomuceno Feitosa (Relator), Ailton Neves da Silva (Suplente Convocado) , Rogério Aparecido Gil, Maria Lucia Miceli, Gustavo Guimarães da Fonseca, Flávio Machado Vilhena Dias, e Luiz Tadeu Matosinho Machado (Presidente).",MARCOS ANTONIO NEPOMUCENO FEITOSA
http://acordaos.economia.gov.br/acordaos2/pdfs/processados/10680922735201280_6020951.pdf,10680.922735/2012-80,Primeira Turma Ordinária da Terceira Câmara da Primeira Seção,Primeira Seção de Julgamento,Wed May 15 00:00:00 UTC 2019,Tue Jun 18 00:00:00 UTC 2019,"Assunto: Imposto sobre a Renda de Pessoa Jurídica - IRPJ Ano-calendário: 2008 COMPENSAÇÃO TRIBUTÁRIA. INEXISTÊNCIA DE DIREITO CREDITÓRIO. PEDIDO DE INCLUSÃO DE NOVO CRÉDITO. INOVAÇÃO PROCESSUAL. VEDAÇÃO. ESTABILIZAÇÃO DO PEDIDO. A alteração do pedido ou da causa de pedir não é admitida após ciência do despacho decisório, em face da estabilização do pedido.Não sendo hipótese de inexatidão material, que pode ser corrigida de ofício ou a pedido, descabe a retificação de declaração de compensação tributária após ciência do despacho decisório, para inclusão de pedido de novo (s) crédito (s), pois a alteração ou mudança do pedido configura inovação processual vedada, exigindo-se, por conseguinte, a apresentação de novo PER/DCOMP para compensação dos débitos remanescentes.",1301-003.905,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do Colegiado, por unanimidade de votos, em negar provimento ao recurso voluntário. (assinado digitalmente) Fernando Brasil de Oliveira Pinto - Presidente. (assinado digitalmente) Nelso Kichel- Relator. Participaram da sessão de julgamento os Conselheiros: Roberto Silva Júnior, José Eduardo Dornelas Souza, Nelso Kichel, Carlos Augusto Daniel Neto, Giovana Pereira de Paiva Leite, Amélia Wakako Morishita Yamamoto, José Roberto Adelino da Silva (suplente convocado) e Fernando Brasil de Oliveira Pinto (Presidente). Ausente a Conselheira Bianca Felícia Rothschild, substituída pelo Conselheiro José Roberto Adelino da Silva (suplente convocado).",NELSO KICHEL
http://acordaos.economia.gov.br/acordaos2/pdfs/processados/10380900987200937_6045786.pdf,10380.900987/2009-37,Terceira Turma Extraordinária da Primeira Seção,Primeira Seção de Julgamento,Thu Jul 11 00:00:00 UTC 2019,Wed Aug 07 00:00:00 UTC 2019,"ASSUNTO: IMPOSTO SOBRE A RENDA DE PESSOA JURÍDICA (IRPJ) Período de apuração: 01/10/2003 a 31/12/2003 DCOMP. COMPROVAÇÃO DO CRÉDITO Comprovado o pagamento indevido, há que se que reconhecer o direito ao indébito e dar provimento ao recurso voluntário",1003-000.852,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por unanimidade de votos, em dar provimento ao recurso, nos termos do relatorio e votos que integram o presente julgado. (assinado digitalmente) Carmen Ferreira Saraiva - Presidente. (assinado digitalmente) Wilson Kazumi Nakayama - Relator. Participaram da sessão de julgamento os conselheiros: Barbara Santos Guedes, Mauritânia Elvira de Sousa Mendonça, Wilson Kazumi Nakayama e Carmen Ferreira Saraiva( (Presidente)",WILSON KAZUMI NAKAYAMA
http://acordaos.economia.gov.br/acordaos2/pdfs/processados/10120909370201243_5955770.pdf,10120.909370/2012-43,Segunda Turma Ordinária da Terceira Câmara da Primeira Seção,Primeira Seção de Julgamento,Thu Dec 13 00:00:00 UTC 2018,Mon Jan 28 00:00:00 UTC 2019,,1302-000.706,"Vistos, relatados e discutidos os presentes autos. Resolvem os membros do colegiado, por maioria de votos, converter o julgamento em diligência, vencida a conselheira Maria Lúcia Miceli (relatora). Como foram propostas 3 soluções distintas, foi observado o procedimento previsto no art. 60 do Anexo II do Ricarf, sendo que, em primeira votação venceu a proposta de conversão em diligência, apresentada pelo Conselheiro Carlos Cesar Candal Moreira Filho, contra a de negar provimento ao recurso, vencidos nesta votação os conselheiros Paulo Henrique Silva Figueiredo e Gustavo Guimarães Fonseca. Designado para redigir o voto vencedor o conselheiro Flávio Machado Vilhena Dias. (assinado digitalmente) Luiz Tadeu Matosinho Machado - Presidente. (assinado digitalmente) Maria Lúcia Miceli - Relatora. (assinado digitalmente) Flávio Machado Vilhena Dias - Redator Designado Participaram da sessão de julgamento os conselheiros: Luiz Tadeu Matosinho Machado, Carlos Cesar Candal Moreira Filho, Marcos Antônio Nepomuceno Feitosa, Paulo Henrique Silva Figueiredo, Rogério Aparecido Gil, Maria Lúcia Miceli, Flavio Machado Vilhena Dias e Gustavo Guimarães da Fonseca.",MARIA LUCIA MICELI
http://acordaos.economia.gov.br/acordaos2/pdfs/processados/10880904522200914_5946082.pdf,10880.904522/2009-14,Primeira Turma Ordinária da Quarta Câmara da Primeira Seção,Primeira Seção de Julgamento,Thu Nov 22 00:00:00 UTC 2018,Wed Jan 09 00:00:00 UTC 2019,,1401-000.608,"Vistos, relatados e discutidos os presentes autos. Resolvem os membros do colegiado, por maioria de votos, converter o julgamento do recurso em diligência à Unidade de Origem, nos termos do voto do Relator, vencido o Conselheiro Lizandro Rodrigues de Sousa, que lhe negou provimento. O julgamento deste processo segue a sistemática dos recursos repetitivos. Portanto, aplica-se o decidido no julgamento do processo 10880.683947/2009-84, paradigma ao qual o presente processo foi vinculado. (assinado digitalmente). Luiz Augusto de Souza Gonçalves - Presidente e Relator Participaram da sessão de julgamento os Conselheiros: Abel Nunes de Oliveira Neto, Livia de Carli Germano, Claudio de Andrade Camerano, Luciana Yoshihara Arcangelo Zanin, Daniel Ribeiro Silva, Leticia Domingues Costa Braga, Luiz Augusto de Souza Gonçalves (Presidente) e Lizandro Rodrigues de Sousa (suplente convocado).",LUIZ AUGUSTO DE SOUZA GONCALVES
http://acordaos.economia.gov.br/acordaos2/pdfs/processados/13971900284200866_6001740.pdf,13971.900284/2008-66,Primeira Turma Ordinária da Segunda Câmara da Primeira Seção,Primeira Seção de Julgamento,Wed Mar 20 00:00:00 UTC 2019,Mon May 06 00:00:00 UTC 2019,"Assunto: Normas Gerais de Direito Tributário Ano-calendário: 1999 MATERIALIDADE DO CRÉDITO TRIBUTÁRIO. IMPOSSIBILIDADE DE ANÁLISE. Como a existência e quantificação do crédito não foram objetos de análise, cabe a unidade local proceder tal verificação com a prolação de novo despacho decisório. Dessa forma, não há supressão do rito processual habitual e o direito de defesa da contribuinte permanece preservado. Somente diante da efetiva análise documental, das diligências necessárias à busca da verdade material, bem como mediante decisão fundamentada por parte das autoridades fiscais, apta a demonstrar que a documentação suporte apresentada pelo contribuinte é insuficiente para comprovar a origem do crédito e/ou não esclarece de forma assertiva e sem contradições a composição dos valores discutidos, que o direito creditório não merece ser reconhecido.",1201-002.830,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado em dar parcial provimento ao recurso voluntário, POR MAIORIA, para determinar o retorno dos autos à Unidade Local Competente para análise de mérito do direito creditório pleiteado, retomando-se, a partir do novo Despacho Decisório, o rito processual habitual. Vencido o conselheiro Lizandro Rodrigues de Sousa. O julgamento deste processo segue a sistemática dos recursos repetitivos. Portanto, aplica-se o decidido no julgamento do processo nº 13971.900250/2008-71, paradigma ao qual o presente processo foi vinculado (assinado digitalmente) Lizandro Rodrigues de Sousa - Presidente e Relator. Participaram da sessão de julgamento os conselheiros: Neudson Cavalcante Albuquerque, Luis Henrique Marotti Toselli, Allan Marcel Warwar Teixeira, Gisele Barra Bossa, Efigênio de Freitas Junior, Breno do Carmo Moreira Vieira (Suplente convocado), Alexandre Evaristo Pinto e Lizandro Rodrigues de Sousa (Presidente).",LIZANDRO RODRIGUES DE SOUSA
http://acordaos.economia.gov.br/acordaos2/pdfs/processados/16327720735201686_5962018.pdf,16327.720735/2016-86,Primeira Turma Ordinária da Quarta Câmara da Primeira Seção,Primeira Seção de Julgamento,Tue Jan 22 00:00:00 UTC 2019,Tue Feb 12 00:00:00 UTC 2019,"Assunto: Imposto sobre a Renda de Pessoa Jurídica - IRPJ Ano-calendário: 2011, 2012, 2013 FATOS PASSADOS. REPERCUSSÃO EM EXERCÍCIOS FUTUROS. FISCALIZAÇÃO. POSSIBILIDADE. ESCRITURAÇÃO. DOCUMENTOS. GUARDA. PRAZO. O contribuinte está sujeito à fiscalização de fatos ocorridos em períodos passados, ainda que não seja mais possível efetuar exigência tributária, em face da decadência, quando eles repercutam em lançamentos contábeis de exercícios futuros, devendo conservar os documentos de sua escrituração, até que se opere a decadência do direito de a Fazenda Pública constituir os créditos tributários relativos a esses exercícios. DECADÊNCIA. AMORTIZAÇÃO DE ÁGIO. FATOS GERADORES DISTINTOS. O reconhecimento do ágio não representa manifestação de fato imponível tributário, pelo que o prazo decadencial para a constituição do crédito tributário decorrente da redução indevida do resultado do exercício inicia-se a cada amortização anual, e não com o seu registro original. GLOSA DE DESPESAS. INCORPORAÇÃO DE SOCIEDADE INVESTIDORA (EMPRESA VEÍCULO) POR SUA INVESTIDA. AUSÊNCIA DE PROPÓSITO NEGOCIAL. AMORTIZAÇÃO DE ÁGIO. INDEDUTIBILIDADE. É indedutível a amortização do ágio, quando uma sociedade controlada (autuada), sem demonstrar haver propósito negocial na operação, tendo como único objetivo a obtenção de benefício fiscal (amortização do ágio), incorpora a sociedade controladora (empresa veículo), em cujo patrimônio constava registro de ágio com fundamento em expectativa de rentabilidade futura da própria controlada. Assunto: Contribuição Social sobre o Lucro Líquido - CSLL Ano-calendário: 2011, 2012, 2013 LANÇAMENTO REFLEXO. MESMOS EVENTOS. DECORRÊNCIA. A ocorrência de eventos que representam, ao mesmo tempo, fatos geradores de vários tributos impõe a constituição dos respectivos créditos tributários, e a decisão quanto à ocorrência desses eventos repercute na decisão de todos os tributos a eles vinculados. Assim, o decidido em relação ao Imposto sobre a Renda de Pessoa Jurídica - IRPJ aplica-se à Contribuição Social sobre o Lucro Líquido - CSLL. CSLL. EXTENSÃO LEGAL. PLANEJAMENTO TRIBUTÁRIO INOPONÍVEL AO FISCO. DECORRÊNCIA LÓGICA. Cabível a extensão da glosa das despesas com amortização de ágio à base de cálculo da CSLL por conta do disposto no artigo 57 da Lei 8.981/95, que tem por intento evitar a repetição desnecessária de comandos legais para disciplinar a metodologia de determinação das bases imponíveis das duas exações, naquilo em que as sistemáticas têm de comum. Entretanto, independentemente de qualquer interpretação, uma vez considerado inoponível ao Fisco o planejamento tributário tendente a reduzir a base de cálculo do IRPJ, por decorrência lógica o mesmo não pode ser validado para fins de CSLL. Assunto: Processo Administrativo Fiscal Ano-calendário: 2011, 2012, 2013 NORMAS PROCESSUAIS. NULIDADE. IMPROCEDÊNCIA. Não há que se falar em nulidade da decisão recorrida quando a mesma possui todos os elementos necessários à compreensão inequívoca de sua razão de decidir, centralizada na situação que originou o lançamento tributário.",1401-003.080,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por unanimidade de votos, negar provimento às arguições de nulidade e de decadência e, por maioria de votos, negar provimento ao recurso quanto ao mérito das glosas de despesas de amortização de ágio, vencidos os Conselheiros Daniel Ribeiro Silva e Letícia Domingues Costa Braga. (assinado digitalmente) Luiz Augusto de Souza Gonçalves - Presidente (assinado digitalmente) Cláudio de Andrade Camerano - Relator Participaram da sessão de julgamento os conselheiros: Luiz Augusto de Souza Gonçalves, Carlos André Soares Nogueira, Mauritânea Elvira de Sousa Mendonça (Suplente convocada) Cláudio de Andrade Camerano, Luciana Yoshihara Arcangelo Zanin, Daniel Ribeiro Silva, Letícia Domingues Costa Braga e Ailton Neves da Silva (Suplente convocado).",CLAUDIO DE ANDRADE CAMERANO
http://acordaos.economia.gov.br/acordaos2/pdfs/processados/10380901975201578_6013366.pdf,10380.901975/2015-78,Segunda Turma Extraordinária da Primeira Seção,Primeira Seção de Julgamento,Wed May 08 00:00:00 UTC 2019,Wed May 29 00:00:00 UTC 2019,,1002-000.073,"Vistos, relatados e discutidos os presentes autos. Resolvem os membros do colegiado, por unanimidade de votos, converter o julgamento em diligência, para que a Unidade de Origem verifique a liquidez e certeza dos créditos alegados referentes ao período a que se refere o Per/Dcomp em questão e elabore Relatório circunstanciado conclusivo sobre o resultado da verificação, bem como informe se o crédito objeto do pedido foi utilizado em outro processo de compensação. (assinado digitalmente) Aílton Neves da Silva - Presidente e Relator. Participaram da sessão de julgamento os conselheiros: Aílton Neves da Silva (Presidente), Breno do Carmo Moreira Vieira, Rafael Zedral e Marcelo José Luz de Macedo.",AILTON NEVES DA SILVA
http://acordaos.economia.gov.br/acordaos2/pdfs/processados/15586000431200794_6101728.pdf,15586.000431/2007-94,Segunda Turma Ordinária da Terceira Câmara da Primeira Seção,Primeira Seção de Julgamento,Mon Nov 11 00:00:00 UTC 2019,Tue Dec 03 00:00:00 UTC 2019,"ASSUNTO: IMPOSTO SOBRE A RENDA DE PESSOA JURÍDICA (IRPJ) Ano-calendário: 2005 PROCESSUAL - RECURSO DE OFÍCIO - VALOR DE ALÇADA - SUMULA/CARF 103 Para fins de conhecimento de recurso de ofício, aplica-se o limite de alçada vigente na data de sua apreciação em segunda instância, conforme preceitua a Sumula/CARF de nº 103, impondo-se o não conhecimento do Recurso de Ofício em relação a acórdão que exonerou crédito tributário lançado em valor inferior ao montante previsto na Portaria MF de nº 63/17. PROCESSUAL - RECURSO VOLUNTÁRIO - AUSÊNCIA DE INTERESSE RECURSAL E CONCOMITÂNCIA COM AÇÃO JUDICIAL PROPOSTA PELO CONTRIBUINTE - NÃO CONHECIMENTO Não se conhece de recuso voluntário interposto contra acórdão que julgou integralmente procedente a impugnação, ainda que por motivos distintos daqueles aventados pelo contribuinte, não cabendo, igualmente, o conhecimento do apelo que invoca como razões de insurgência matéria discutida em ação judicial proposta após a ciência do auto de infração, nos termos do art. 78, § 2º, do RICARF.",1302-004.100,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por unanimidade de votos, em não conhecer dos recursos de ofício e voluntário, nos termos do relatório e voto do relator. (documento assinado digitalmente) Luiz Tadeu Matosinho Machado - Presidente (documento assinado digitalmente) Gustavo Guimarães da Fonseca - Relator Participaram do presente julgamento os Conselheiros: Luiz Tadeu Matosinho Machado (Presidente), Paulo Henrique Silva Figueiredo, Ricardo Marozzi Gregório, Flávio Machado Vilhena Dias, Maria Lúcia Miceli, Breno do Carmo Moreira Vieira, Mauritânia Elvira de Souza Mendonça (suplente convocada) e Gustavo Guimarães da Fonseca.",GUSTAVO GUIMARAES DA FONSECA
http://acordaos.economia.gov.br/acordaos2/pdfs/processados/10865001708200231_6085850.pdf,10865.001708/2002-31,Primeira Turma Ordinária da Quarta Câmara da Primeira Seção,Primeira Seção de Julgamento,Thu Dec 10 00:00:00 UTC 2015,Mon Nov 04 00:00:00 UTC 2019,"Assunto: Imposto sobre a Renda Retido na Fonte - IRRF Ano-calendário: 2000 COMPETÊNCIA DA 2ª SEÇÃO. Não compete à 2º Seção do CARF julgar recurso voluntário Imposto de Renda Retido na Fonte, quando se tratar de antecipação do IRPJ.",2301-004.402,"Vistos, relatados e discutidos os presentes autos, acordam os membros do Colegiado, por unanimidade de votos, não conhecer do recurso voluntário, em face da falta de competência da 2ª Seção para julgá-lo, e por remeter os autos à 1ª Seção, para a continuidade do julgamento. JOÃO BELLINI JÚNIOR  Presidente e Relator. EDITADO EM: 04/01/2016 Participaram da sessão de julgamento os conselheiros: João Bellini Júnior (Presidente), Júlio César Vieira Gomes (Presidente Substituto), Alice Grecchi, Ivacir Júlio de Souza, Luciana de Souza Espíndola Reis, Nathalia Correa Pompeu (suplente), Amilcar Barca Teixeira Junior (suplente) e Marcelo Malagoli da Silva (suplente).",Relator João Bellini Júnior
http://acordaos.economia.gov.br/acordaos2/pdfs/processados/19515721137201786_5986077.pdf,19515.721137/2017-86,Segunda Turma Ordinária da Terceira Câmara da Primeira Seção,Primeira Seção de Julgamento,Tue Mar 19 00:00:00 UTC 2019,Wed Apr 10 00:00:00 UTC 2019,"Assunto: Imposto sobre a Renda de Pessoa Jurídica - IRPJ Ano-calendário: 2014 LANÇAMENTO. NULIDADE. INOCORRÊNCIA. Não há que se falar em nulidade quando o lançamento observa todos os requisitos previstos no artigo 142 do CTN e no artigo 59 do Decreto nº 70.235/72. COMPENSAÇÃO FRAUDULENTA. CRÉDITO ILEGAL. MULTA QUALIFICADA. Verificado que houve sonegação, com apresentação de DCTF com valores zerados, além de conluio com a empresa detentora dos títulos da dívida pública ao persistir na compensação com estes créditos sabidamente inexistes, revelando verdadeira fraude todo o esquema perpetrado, cabendo a qualificação da multa de ofício. RESPONSABILIDADE TRIBUTÁRIA DE SÓCIOS -ADMINISTRADORES São responsáveis pelos créditos tributários lançados, com base no art. 135, III, do CTN, os sócios-administradores que comprovadamente atuaram na prática das infrações tributárias apuradas, pois tinham ciência do procedimento fraudulento de compensação com créditos inexistentes, sem que houvesse regularização da situação, em que pese intimados. MULTA DE OFÍCIO QUALIFICADA. CONFISCO. SÚMULA CARF. Este colegiado não é competente para se pronunciar sobre a inconstitucionalidade de lei tributária, ou sobre sua legalidade, conforme Súmula CARF nº 2. JUROS DE MORA SOBRE MULTA DE OFÍCIO. SÚMULA CARF nº 108 Incidem juros moratórios, calculados à taxa referencial do Sistema Especial de Liquidação e Custódia - SELIC, sobre o valor correspondente à multa de ofício. DECORRÊNCIAS. CSLL. Aplica-se ao lançamento reflexo o mesmo tratamento dispensado ao lançamento matriz, em razão da relação de causa e de efeito que os vincula.",1302-003.428,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por unanimidade de votos, em rejeitar a preliminar de nulidade e, no mérito, em negar provimento ao recurso voluntário, nos termos do relatório e voto da relatora. (assinado digitalmente) Luiz Tadeu Matosinho Machado - Presidente. (assinado digitalmente) Maria Lucia Miceli - Relatora. Participaram da sessão de julgamento os conselheiros: Luiz Tadeu Matosinho Machado, Marcos Antônio Nepomuceno Feitosa, Ricardo Marozzi Gregorio, Paulo Henrique Silva Figueiredo, Rogério Aparecido Gil, Maria Lúcia Miceli, Flávio Machado Vilhena Dias e Gustavo Guimarães da Fonseca.",MARIA LUCIA MICELI
http://acordaos.economia.gov.br/acordaos2/pdfs/processados/10945900428200811_5960998.pdf,10945.900428/2008-11,Segunda Turma Extraordinária da Primeira Seção,Primeira Seção de Julgamento,Thu Jan 17 00:00:00 UTC 2019,Fri Feb 08 00:00:00 UTC 2019,"Assunto: Imposto sobre a Renda de Pessoa Jurídica - IRPJ Exercício: 2006 PROCESSO ADMINISTRATIVO FISCAL. PRECLUSÃO. MATÉRIAS NÃO CONSTANTES NA IMPUGNAÇÃO/MANIFESTAÇÃO DE INCONFORMIDADE. Matéria que não tenha sido indicada ao debate via impugnação ou manifestação de inconformidade, excetuada a de ordem pública, representa inovação recursal e considera-se preclusa, não se admitindo apreciação em grau de recurso, nos termos do art. 17 do Decreto n.º 70.235/72. Verifica-se a preclusão consumativa, com efeitos que incluem a preservação das instâncias do processo administrativo fiscal, evitando-se a supressão de alguma destas. PER/DCOMP. ÔNUS DA PROVA. Cabe ao recorrente produzir o conjunto probatório de suas alegações nos autos, já que o procedimento de apuração do direito creditório não prescinde comprovação inequívoca da liquidez e da certeza do valor de tributo pago a maior. COMPENSAÇÃO. CRÉDITO CONTESTADO JUDICIALMENTE. É vedada a compensação tributária de débitos com direito creditório objeto de discussão judicial, antes do trânsito em julgado da decisão judicial por falta de liquidez e certeza.",1002-000.584,"Recurso Voluntário Negado Crédito Tributário Mantido Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por unanimidade de votos, em negar provimento ao Recurso Voluntário. (assinado digitalmente) Ailton Neves da Silva - Presidente. (assinado digitalmente) Breno do Carmo Moreira Vieira - Relator. Participaram da sessão de julgamento os conselheiros: Ailton Neves da Silva (presidente da Turma), Breno do Carmo Moreira Vieira, Leonam Rocha de Medeiros e Ângelo Abrantes Nunes.",BRENO DO CARMO MOREIRA VIEIRA
http://acordaos.economia.gov.br/acordaos2/pdfs/processados/13851900221200612_5971376.pdf,13851.900221/2006-12,Primeira Turma Ordinária da Segunda Câmara da Primeira Seção,Primeira Seção de Julgamento,Fri Aug 17 00:00:00 UTC 2018,Thu Mar 14 00:00:00 UTC 2019,,1201-000.542,"Vistos, relatados e discutidos os presentes autos. Resolvem os membros do colegiado, por unanimidade de votos, converter o julgamento do recurso em diligência, nos termos do voto do relator do processo paradigma. O julgamento deste processo segue a sistemática dos recursos repetitivos. Portanto, aplica-se o decidido no julgamento do processo nº 13851.900234/2006-83, paradigma ao qual o presente processo foi vinculado. (assinado digitalmente) Lizandro Rodrigues de Sousa- Redator ad hoc Participaram da sessão de julgamento os conselheiros: Ester Marques Lins de Sousa (presidente), Eva Maria Los, Luis Fabiano Alves Penteado, José Carlos de Assis Guimarães, Luis Henrique Marotti Toselli, Rafael Gasparello Lima, Paulo Cezar Fernandes de Aguiar e Gisele Barra Bossa.",ESTER MARQUES LINS DE SOUSA
